Datetime,Text
2012-10-28 13:25:15-04:00,v proud of tesla team for completing 1000th model s body. more cars made this month than entire rest of year {url}
2012-11-15 20:25:08-05:00,sounds like consumer reports had a good experience with the tesla model s {url}
2012-11-15 21:02:33-05:00,original article on model s from @consumerreports: {url}
2012-11-20 14:22:29-05:00,"mass. judge denies auto dealers' demand to kill our little tesla store. yay, justice prevails!  {url}"
2012-12-03 23:40:56-05:00,am happy to report that tesla was narrowly cash flow positive last week. continued improvement expected through year end.
2012-12-09 03:38:48-05:00,congrats to @dmetcalf for being the first to drive a tesla model s over 400 miles on a single charge!
2012-12-10 21:54:30-05:00,tesla was just approved for a full class 1 massachusetts auto sales license by a vote of 4 to 1. much appreciated!
2012-12-12 12:12:05-05:00,"tesla articles 30 mins apart: ""this stock is screaming buy"" {url} and ""this stock could get destroyed"" {url}"
2012-12-18 20:20:51-05:00,"thanks! â@ev: have driven a tesla model s 50 miles now. it's clearly the iphone of carsâby far the best car ever made."""
2012-12-29 09:16:03-05:00,ca's death valley is #1 again! tesla hot weather testing was done there. model s was fine but gas tow truck overheated.
2013-01-04 13:19:30-05:00,"nice story about a model s coast to coast road trip. by end of year, it will be superchargers all the way! {url}"
2013-02-11 14:26:30-05:00,nytimes article about tesla range in cold is fake. vehicle logs tell true story that he didn't actually charge to max &amp; took a long detour.
2013-02-11 14:30:14-05:00,"tesla blog coming soon detailing what actually happened on broder's nytimes ""range test"". also lining up other journalists to do same drive."
2013-02-11 14:41:29-05:00,"tesla data logging is only turned on with explicit written permission from customers, but after top gear bs, we always keep it on for media."
2013-02-11 14:44:06-05:00,@tomleykis thanks tom! support of real tesla customers like yourself who drive the car every day is v much appreciated.
2013-02-11 14:47:10-05:00,"@batasrki yeah, top gear pretended the tesla roadster ran out of charge and they had to push it home. logs showed 50 miles range left."
2013-02-14 17:17:45-05:00,testing the model s on a surface of pure ice and snow {url}
2013-02-14 20:58:14-05:00,cnn about halfway through east coast supercharger test drive of @teslamotors model s w @peterdrives &amp; @abigailbassett
2013-02-19 18:07:22-05:00,thanks @cnbc! â@lebeaucarnews: the model s delivered what @elonmusk promised. a ride to make you re-think going electric.â
2013-03-06 17:49:02-05:00,am in oslo to thank the norwegian customers of @teslamotors personally. highest model s orders per capita in the world.
2013-03-08 10:16:35-05:00,minnesota auto dealers tried to pass legislation to block tesla stores. bill was just defeated in senate. thanks mn!
2013-03-08 12:27:21-05:00,check out model s at tesla austin gallery at the domain opening today! i will stop by this eve and tomorrow morning.
2013-03-09 19:39:02-05:00,using ãber to order a tesla model s @sxsw with @shervin and @travisk {url}
2013-03-17 14:20:24-04:00,craig venter talks about flu vaccines and the tesla model s. gesundheit! {url}
2013-03-23 17:00:44-04:00,review of tesla model s by @roadandtrack. good article w minor errors addressed in reader comments {url}
2013-03-23 18:26:34-04:00,.@jbmeicher model s works great in cold. highest sales/capita are in norway and we have a ton of customers in canada.
2013-03-24 00:59:44-04:00,@michaellindahl it will be slightly smaller w fewer features as std. think audi a4 or bmw 3 vs model s being s7 or m5
2013-03-25 14:48:30-04:00,really exciting @teslamotors announcement coming on thursday. am going to put my money where my mouth is in v major way.
2013-03-30 17:53:03-04:00,auto dealers in texas are trying to stop tesla. would appreciate your help in fighting for what's right {url}
2013-03-30 17:59:48-04:00,"if you support tesla in texas, please contact your state senate or house member. free enterprise! {url}"
2013-03-30 20:54:44-04:00,"thanks bob â@bobmetcalfe: tesla takes on tx dealer's association (ma too) - repeal anti-competitive dealer laws - {url}"""
2013-04-01 00:51:03-04:00,first profitable q for tesla thanks to awesome customers &amp; hard work by a super dedicated team {url}
2013-04-01 01:00:35-04:00,"to be clear, tesla is in california, so it is not april fool's yet! also, some may differ, but imo the tues news is arguably more important."
2013-04-02 12:11:45-04:00,today's tesla announcement is actually the 2nd in a 5 part trilogy (love douglas adams)
2013-04-02 12:19:41-04:00,certainly true that many people believe that tesla and spacex are powered by the #hhgttg infinite improbability drive :)
2013-04-02 13:49:11-04:00,am headed to tx next week to thank people personally for supporting tesla. please head to sb 1659 @ 8am tomorrow #teslatx
2013-04-02 18:55:38-04:00,"@sightalignment hoping to open the century city tesla store this month. it is my neighborhood mall, so i'm there all the time."
2013-04-02 20:04:53-04:00,great explanation of the @teslamotors announcement by @techcrunch {url}
2013-04-08 15:22:02-04:00,"sarah palin calls tesla a loser. am deeply wounded. {url}  btw, model s warranty does cover ""bricking""."
2013-04-08 19:41:56-04:00,new tesla red going down assembly line for the first time. we spent a lot of time on this color! {url}
2013-04-09 10:56:56-04:00,in tx to make the case for allowing tesla to sell cars. pls come to capitol room e2.014 at 1:30! {url}
2013-04-09 15:43:37-04:00,just had texas bbq for lunch in capitol building. about to head to house committee hearing to advocate for tesla in tx.
2013-04-10 22:11:40-04:00,yay for democracy! @latimes asks: should tesla motors be able to sell directly to consumers? {url}
2013-04-11 14:03:27-04:00,"new york judge just ruled in favor tesla, dismissing the legal attack by auto dealers to prevent direct sales!"
2013-04-17 01:05:09-04:00,"if you live in texas and are pro tesla, please vote in the @myabj opinion poll! {url}"
2013-04-23 18:42:03-04:00,"not all good news. virginia dmv commissioner just denied tesla a dealer license, despite hearing officer being in favor."
2013-04-23 22:16:21-04:00,@trekker56 @teslamotors please contact dmv commissioner and governor. this is not good for the people of virginia.
2013-04-25 11:54:47-04:00,announcement of new @teslamotors strategy tomorrow. tesla owners will like this.
2013-04-25 14:45:45-04:00,"@tapp697 thanks, important clarification. tesla announcements are always about making product experience better. market follows eventually."
2013-04-25 14:46:28-04:00,"@nycomwireless @teslamotors cool, thanks for buying our car!"
2013-04-30 17:01:22-04:00,auto dealer sterling mccall makes the case for tesla direct sales in texas {url}
2013-05-01 13:44:55-04:00,@realbhuwan @teslamotors cool :)
2013-05-02 13:54:50-04:00,time to up the ante (and fix some mistakes). tesla announcement tomorrow.
2013-05-02 16:19:40-04:00,@bigballi high pressure helium. needs to be ultra light. all 4 legs together (~60 ft span) weigh less than model s.
2013-05-04 02:37:16-04:00,@teslatrip you're welcome :)
2013-05-04 22:21:47-04:00,"@flyguynscc @teslamotors yes, that has been the goal from the beginning"
2013-05-04 22:51:06-04:00,@douglasbullard @teslamotors most people have never heard of nikola tesla. that will hopefully change over time.
2013-05-06 15:25:28-04:00,chris porritt from aston martin just joined as head of vehicle engineering at tesla {url}
2013-05-06 15:28:02-04:00,"anyone interested in doing ultra hardcore vehicle engineering at tesla, please apply!"
2013-05-07 11:37:20-04:00,"creating an autopilot for cars at tesla is an important, but not yet top priority. still a few years from production."
2013-05-07 11:42:59-04:00,"tesla priority is electrification of cars, so priority is model s, model x, then mass market third gen vehicle &amp; truck"
2013-05-08 19:54:46-04:00,"just want to say thanks to customers &amp; investors that took a chance on tesla through the long, dark night. we wouldn't be here without you."
2013-05-08 20:58:49-04:00,@howardreiter totally agree. tesla will circle back and do something cool for roadsters next year.
2013-05-09 11:24:30-04:00,there is a way for the tesla model s to be recharged throughout the country faster than you could fill a gas tank.
2013-05-11 20:09:58-04:00,"hold down voice button &amp; say ""play amish paradise by weird al yankovic"". model s can play almost any song via internet."
2013-05-11 20:32:04-04:00,"@raimisj tesla software knits together google voice, slacker, gracenote &amp; others and streams over 3g (will be lte later)"
2013-05-13 15:33:46-04:00,"@vicorly yes, usually several times more energy over the course of the year than is needed by the model s"
2013-05-15 05:06:42-04:00,@danabrunetti soon model s will feature druidic dwarves dancing around a miniature stone henge
2013-05-22 17:45:55-04:00,tesla wired the funds to repay the doe loan today. only us car company to have fully repaid govt {url}
2013-05-23 05:55:03-04:00,interview with @bloombergnews about tesla and doe loan gets into some of the details {url}
2013-05-24 21:01:06-04:00,"great article on tesla-dealer battle by leilani munter (@carbonfreegirl), who lives in nc {url}"
2013-05-24 21:25:57-04:00,"me &amp; other private money funded tesla for first 7 years, got ipo+ govt money for 3, now paid back. yes, carbon tax would be a better way."
2013-05-24 21:52:15-04:00,"net of gas savings, a tesla is $550 to $600/month with down payment taken care of by tax credits. maybe less costly then it first seems."
2013-05-24 22:12:31-04:00,"technically, i ""got rich"" from zip2 &amp; paypal w zero govt anything, then put 100% of that into spacex, tesla &amp; solarcity."
2013-05-25 23:58:35-04:00,you can fit a lot of kindergartners in a tesla model s - houston chronicle {url}
2013-05-30 14:47:47-04:00,huge expansion of tesla supercharger network underway. will cover la to ny by end of year {url}
2013-06-04 22:35:23-04:00,"forgot to say one thing at tesla annual shareholders meeting: just as my money was the first in, it will be the last out."
2013-06-18 03:46:24-04:00,"video of battery pack swap will be posted to the tesla website around 9:30pm, so those attending will see this first."
2013-06-18 10:57:29-04:00,"@zatulsky shai actually got the idea from a visit to tesla. the idea is obvious (many things allow battery swap), but the technology is not."
2013-06-18 16:03:39-04:00,"battery pack swap works with all tesla model s cars, past and present. it was always there."
2013-06-19 04:07:47-04:00,partial recall of model s {url}
2013-06-20 03:30:26-04:00,tomorrow night: fastest gas pump in la vs tesla battery pack swap {url}
2013-06-21 03:07:04-04:00,"tesla pack swap vid still being edited (multiple camera angles). in meantime, this article contains a vid {url}"
2013-06-21 12:34:23-04:00,"@lisaroutel the ny auto dealers lost in court, so now they are funding a bill in ny legislature to block tesla"
2013-06-25 11:56:19-04:00,@arthurblake tesla service can do coating or can be done by any auto glass coating company. my car is done on side &amp; rear
2013-07-02 14:47:25-04:00,"woohoo, tesla direct sales petition passed the 100k threshold! thanks a lot to everyone that helped!!"
2013-07-23 15:02:39-04:00,"oh yeah, well tesla will study a plan to study the gm team that's studying tesla, so there! {url}"
2013-07-27 22:47:17-04:00,"one of the first tesla supercharger stations in europe is being built in cinderella, norway #katiewoodencloak"
2013-08-19 21:10:57-04:00,model s achieves best safety rating of any car ever tested by us govt {url}
2013-09-06 15:25:54-04:00,video review of model s vs. aston martin rapide s by @autocar {url}
2013-09-18 18:11:25-04:00,"engineers interested in working on autonomous driving, pls email autopilot@teslamotors.com. team will report directly to me."
2013-10-04 16:02:35-04:00,about the model s fire ... {url}
2013-10-30 10:47:29-04:00,tesla west coast supercharger network now energized. travel from vancouver to tijuana in styel! {url}
2013-11-02 14:56:33-04:00,"thanks woz! ""@stevewoz: here to pick up my new car! (at @teslamotors w/ 2 others)"""
2013-11-09 20:28:29-05:00,model s owner blogs about tn accident {url}
2013-11-19 09:21:08-05:00,mission of tesla  {url}
2013-11-19 09:50:48-05:00,"why does a tesla fire w no injury get more media headlines than 100,000 gas car fires that kill 100s of people per year?"
2013-11-19 11:30:54-05:00,what makes this incredibly unjust is that the model s to date has the best safety record of any car on the road (no injuries or deaths ever)
2013-11-19 12:28:45-05:00,tesla is also extending the model s warranty to cover any fire damage even if due solely to a driver accident
2013-11-21 14:17:05-05:00,tesla model s consumer reports customer satisfaction survey highest of any car on road at 99/100 {url}
2013-11-28 04:17:44-05:00,model s owner drives 3121 miles solo from canada to mexico {url}
2013-12-02 17:26:37-05:00,"german govt reviews tesla model s fires. all due to high speed impacts, no injuries. concludes: no defects, no recall {url}"
2013-12-05 16:24:45-05:00,should mention that the battery cells used for this are 200 wh/kg vs 250 for model s. no short term supply constraint.
2013-12-26 16:06:38-05:00,"@olajahr @teslamotors ideally, the s should just hold position when it knows that's what you really want"
2014-01-23 15:40:34-05:00,tesla policy is to charge the same price (+ taxes &amp; shipping) everywhere in the world {url}
2014-01-26 04:24:58-05:00,"tesla supercharger network now energized from new york to la, both coast + texas! approx 80% of us population covered."
2014-01-26 04:30:23-05:00,"two teams from tesla aiming to set a cross-country ev speed record this week. departing fri from la, arriving sun in ny."
2014-01-30 02:17:30-05:00,tesla cars are now in all 50 us states (map credit edmunds)! {url}
2014-02-02 09:07:53-05:00,tesla la to ny supercharger rally just completed in 76 hours across northern route in dead of winter thru heavy snow!
2014-02-07 12:54:59-05:00,"value is holding up ""tesla car is worth more used than new | mnn - {url}"""
2014-02-09 16:36:53-05:00,"tesla v6 software upload coming soon. need to make sure it is ""awesome"" - lord business"
2014-02-25 13:39:16-05:00,model s receives highest customer satisfaction score of any car ever surveyed by consumer reports {url}
2014-03-06 19:23:59-05:00,"@teslaroadtrip thanks, i really appreciate your support!"
2014-03-11 11:23:26-04:00,new jersey auto dealers subverting democratic process to try to block tesla sales {url}
2014-03-14 02:20:48-04:00,just discovered a great tesla ad made by 2 recent college grads. i love it! {url}
2014-03-14 02:29:14-04:00,"@jnags92 yes, i'm confident that tesla will do something with them."
2014-03-14 14:35:37-04:00,working on a model s environmental impact blog this weekend to counteract bs like the @bloomberg graphite story. beyond ridiculous...
2014-04-01 16:32:13-04:00,announcing a revolutionary tesla driving technology {url}
2014-04-04 21:19:01-04:00,review of model s by @bbc_topgear much appreciated {url}
2014-04-07 11:47:29-04:00,"bloomberg article today also has oddly false details. i don't eat breakfast at tesla and drink coffee, not juice."
2014-04-08 11:30:21-04:00,tesla us business leasing program went live today {url}
2014-04-08 12:33:19-04:00,"leasing a model s takes 5 mins online, no signatures &amp; one tap on car center screen to accept when delivered"
2014-04-08 12:44:15-04:00,"@elonmusk also, breakfast at tesla is self-serve cereal (no distinction for execs) and the person mentioned isn't actually an employee"
2014-04-24 17:47:59-04:00,100th @teslamotors supercharger goes live {url}
2014-05-25 13:12:37-04:00,prince albert &amp; princess charlene drove a tesla around the track to open @f1 monaco! the honor is much appreciated :) {url}
2014-05-28 20:21:40-04:00,model s in drag queen competition @caranddriver {url}
2014-06-12 13:02:05-04:00,regarding tesla patents {url}
2014-06-17 00:32:53-04:00,"edmunds beats tesla la-ny record by several hours! â@edmunds: made it! our model s made la-ny run in 67 hrs and 21 mins"""
2014-07-01 10:25:43-04:00,tesla model s named top model in perceived quality {url} via @usatoday
2014-07-10 12:56:53-04:00,tesla superchargers delivered over 1gwh last month. long distance driving growing exponentially {url}
2014-07-10 13:26:14-04:00,@leroytwin @tesla_canada a lot of canadian superchargers are in work and will start going live in the next month or so
2014-08-15 16:16:40-04:00,"model s drivetrain warranty increased to infinite miles, applies retroactively ... {url}"
2014-08-15 16:26:33-04:00,@awadsayeed yes. technically model 3 or maybe three horizontal bars. won't be three vertical bars.
2014-08-23 03:11:39-04:00,ad taken out in palo alto daily by two model s owners is right. many of the suggestions will be implemented soon. {url}
2014-08-25 16:26:16-04:00,@willoremus that has been my goal from the beginning. need the gigafactory for model 3.
2014-08-25 16:58:59-04:00,@cermak @tesla_europe i agree. we are fixing this plan. updated map coming soon.
2014-08-25 17:11:40-04:00,model s limits torque if brake &amp; accel simul pressed. going to zero torque with brake press would be a safety hazard.
2014-08-25 17:13:27-04:00,@evanwiththebig @teslamotors expansion to madrid already underway. map is being updated. all of spain &amp; portugal by end of 2015.
2014-09-08 04:43:52-04:00,handing over the first tesla model s cars in japan {url}
2014-09-19 20:00:22-04:00,calendar app w tap to nav &amp; traffic predictor in tesla v6.0 release will radically improve how the car adapts to the owner over time
2014-10-09 18:11:52-04:00,just got word that the cumulative miles of the  worldwide tesla fleet passed half a billion!
2014-10-10 21:10:02-04:00,dual motor model s with autopilot {url}
2014-10-28 01:38:19-04:00,article in @wsj re tesla sales is incorrect. september was a record high ww and up 65% year-over-year in north america.
2014-10-28 01:50:46-04:00,"also, lease price improvement is due to us bank deal. it is *not* a discount. revenue to tesla is unchanged."
2014-11-03 21:53:09-05:00,review of performance version of dual motor model s by @motortrend {url}
2014-11-18 10:36:09-05:00,tesla comic book {url}
2014-11-19 09:59:48-05:00,"rumors about canceling falcon wing doors are false. at tesla, the production car will always be better than the show car."
2014-11-21 16:21:39-05:00,about the nevada deal with tesla ... {url}
2014-11-24 17:53:05-05:00,welcome back @ricardor to run the @teslamotors communications team!
2014-12-19 10:40:54-05:00,pack swap now operating in limited beta mode for sf to la route. can swap battery faster than visiting a gas station. tesla blog out soon.
2014-12-19 14:07:24-05:00,tesla fast battery swap details {url}
2014-12-30 15:46:18-05:00,model s range curves in detail by version {url}
2015-01-23 11:40:13-05:00,"@elonmusk ... in honor of imb, rip."
2015-01-29 15:33:34-05:00,tesla p85d 0 to 60mph acceleration will improve by ~0.1 sec soon via over-the-air software update to inverter algorithm
2015-01-29 15:41:56-05:00,tesla dual motor cars are also all-wheel drive. main goal of dual motor was actually insane traction on snow. insane speed was a side effect
2015-02-24 16:01:45-05:00,tesla model s rated by @consumerreports as best car in world for 2nd year in a row {url}
2015-03-11 02:02:10-04:00,model s in drag race against snowmobile on ice lake in norway (no tire chains or studs) {url}
2015-03-17 17:35:51-04:00,"to be clear, tesla is strongly in favor of people being allowed to drive their cars and always will be. hopefully, that is obvious."
2015-03-18 16:13:43-04:00,"thanks to everyone that supported tesla in new jersey! we couldn't have done it without you.
{url}"
2015-03-21 05:40:54-04:00,another easter egg will be hidden in the model s code in 2015. last one took a year to find. next one should be easier.
2015-03-30 12:35:15-04:00,"major new tesla product line -- not a car -- will be unveiled at our hawthorne design studio on thurs 8pm, april 30"
2015-04-01 16:08:07-04:00,"announcing the amazing tesla model w 
{url}"
2015-04-06 12:17:48-04:00,welcome @chiefboltkennyh to @teslamotors. he will apply formula 1 techniques to revolutionize servicing mainstream cars.
2015-04-09 12:22:36-04:00,"testing of the high performance version of the tesla model s by @consumerreports
{url}"
2015-04-11 00:39:56-04:00,"just announced new tesla 70d all-wheel drive, 240 mile range car for ~$55k (after gas savings &amp; incentives)
{url}"
2015-04-19 11:58:47-04:00,@andrewket @teslaroadtrip wow!
2015-05-01 13:08:06-04:00,"for more info on tesla energy, check out press kit. $250/kwh for utility scale is the real kicker {url}"
2015-05-01 22:27:02-04:00,last night's tesla powerwall and powerpack unveiling {url}
2015-05-04 08:50:04-04:00,very funny post of a tesla owner test driving a gasoline car {url}
2015-05-12 11:23:25-04:00,"@teslap85d that is true. if someone says they are thinking about having kids, i always encourage them to do so."
2015-06-15 12:22:09-04:00,spacex/tesla will also do a reference pod to be shown after the @hyperloop competition. bonus for all racing teams that exceed reference.
2015-06-19 18:11:23-04:00,tesla service team helps save a stray kitten that took refuge in a model s. nice work guys! {url}
2015-06-23 11:20:49-04:00,important to note that model s resale value is also higher than that of gasoline cars
2015-07-17 11:30:15-04:00,model s product call at 11 today. rocket discussion at noon on monday.
2015-08-06 13:48:07-04:00,tesla snakebot autocharger prototype. does seem kinda wrong :) {url}
2015-09-02 16:22:20-04:00,"model 3, our smaller and lower cost sedan will start production in about 2 years. fully operational gigafactory needed."
2015-09-02 16:25:26-04:00,"@elonmusk $35k price, unveil in march, preorders start then."
2015-09-29 03:39:41-04:00,model x launch webcast live today 8pm at {url} time to show the real thing. {url}
2015-09-29 03:43:37-04:00,@elonmusk california time
2015-09-30 03:54:22-04:00,"btw, price of model x is actually only $5k more than s. lower cost versions coming later."
2015-10-02 18:47:09-04:00,"model x bioweapon defense mode definitely filters viruses btw, even the small ones. has hospital operating room level filtering."
2015-10-10 19:51:14-04:00,tesla p85d (assembled in tilburg) beats 650 hp maclaren from 0 to 150km/h in dutch magazine test {url}
2015-10-10 20:35:12-04:00,some exciting news this week: tesla version 7 software with autopilot goes to wide release on thursday!
2015-10-10 22:03:44-04:00,@teslapittsburgh non-autopilot will have a new interface too. more comprehensive ui update coming with 7.1.
2015-10-15 00:58:20-04:00,review of model s by @mrteller {url}
2015-10-21 17:35:53-04:00,congrats on driving a tesla from la to ny in just over two days! {url}
2015-10-21 19:11:06-04:00,"tesla gets top rating of any company in service. most important, cr says 97% of owners expect their next car to be a tesla (the acid test)."
2015-10-22 04:09:52-04:00,@elonmusk good feedback. will write up a list of software priorities in the coming weeks.
2015-10-23 19:44:22-04:00,"@jessicatetreau important to set ac to not recirc (air exits thru rear) and use the snap in shade, which tesla service can provide"
2015-10-25 14:50:18-04:00,my comments in china weren't transcribed correctly. tesla will keep making cars &amp; batteries in ca &amp; nv as far into future as i can imagine.
2015-10-25 14:54:55-04:00,model 3 is due in ~2 yrs. a china factory for local demand cd be as soon as a year after. a factory in europe wd happen for same reason.
2015-10-26 23:07:18-04:00,"compliment from jeffrey is much appreciated, but the people of tesla deserve all the credit"
2015-10-28 21:33:08-04:00,model s ludicrous mode achieves 2.6 sec 0-60 mph and 10.9 sec 1/4 mile in motor trend test {url}
2015-11-02 16:27:57-05:00,@bjornnyland @teslamotors well done!
2015-11-19 20:35:59-05:00,"ramping up the autopilot software team at tesla to achieve generalized full autonomy. if interested, contact autopilot@teslamotors.com."
2015-12-18 15:30:20-05:00,@elonmusk holding for issue resolution
2015-12-18 23:12:29-05:00,this article does not appreciate that tesla is in california despite taxes net of rebates being higher. incentives only a partial offset.
2016-01-10 15:04:43-05:00,first baby step in tesla summon capability now downloading over-the-air with v7.1
2016-02-10 03:07:55-05:00,love this tesla video made by {url}
2016-02-10 03:49:55-05:00,should mention that tesla motors itself had nothing to do with the short movie. this was completely independent.
2016-02-11 02:10:01-05:00,model 3 reservations ($1000 down) will be accepted in tesla stores on march 31 and online april 1
2016-02-11 02:13:28-05:00,no signature series for model 3. same reservation amount for all.
2016-02-11 02:30:10-05:00,more details on model 3 unveil in coming weeks. that's it for now.
2016-02-16 03:26:18-05:00,this baby model s really is quite fun  {url}
2016-02-16 03:28:50-05:00,"@chriskreidler @engadget yes, this was done jointly with tesla and radio flyer"
2016-02-23 15:48:08-05:00,@romclocko @teslamotors coming later this year
2016-02-27 12:44:11-05:00,"@skiesforme @teslamotors that said, the white interior is the best. highly recommend."
2016-03-04 04:32:10-05:00,@astro_valdric @teslamotors we spoke earlier today and he said he would investigate the situation.
2016-03-05 13:32:48-05:00,@wk057 @teslamotors wasn't done at my request. good hacking is a gift.
2016-03-06 17:40:47-05:00,"spacex and tesla rated most meaningful work in high tech. also, most stressful, but that goes with the territory.  {url}"
2016-03-06 17:47:00-05:00,"spacex &amp; tesla comp is same or better than other companies. big diff is that we don't outsource manufacturing, retail sales or service."
2016-03-20 13:22:30-04:00,tesla charger map {url}
2016-03-29 19:52:17-04:00,looks like we may need to increase production plans for the model 3 {url}
2016-03-30 18:23:46-04:00,model 3 order day starting in australia {url}
2016-03-31 02:59:53-04:00,model 3 unveil will be webcast live at 8:30pm california time at {url}
2016-03-31 11:47:40-04:00,"incredibly inspired by the interest in model 3. you won't be disappointed. also, small token of appreciation coming for those who lined up."
2016-03-31 16:43:51-04:00,"model 3 orders, whether in store or online, are limited to two per person"
2016-03-31 17:09:52-04:00,"adding several more countries to model 3 order page tonight. check for details, but will include india, brazil, sa, sk, nz, sing &amp; ireland."
2016-04-01 01:00:26-04:00,"thanks for tuning in to the model 3 unveil part 1! part 2 is super next level, but that's for laterâ¦"
2016-04-01 12:11:38-04:00,"model 3 orders at 180,000 in 24 hours. selling price w avg option mix prob $42k, so ~$7.5b in a day. future of electric cars looking bright!"
